employmentid,accessemployment,employmentstatus,employmentstartdate,employmentretention,jobtrainingenrolled,jobtrainingcompleted
20120,Yes,Employed Full Time,2017-06-20 00:00:00,,Yes,Yes
20121,,Not employed,,,,
20122,Yes,Employed Full Time,2017-03-20 00:00:00,,,
20123,,Employed Part Time,2017-02-07 00:00:00,,,
20124,,Employed Full Time,2017-06-26 00:00:00,,,
20125,Yes,Employed Full Time,2017-07-10 00:00:00,,Yes,Yes
20126,,Not employed,,,,
20127,,Not employed,,,,
20128,Yes,Employed Part Time,2017-04-07 00:00:00,,,
20129,Yes,Employed Full Time,2017-06-18 00:00:00,,Yes,Yes
20130,,Not employed,,,,
20131,,Employed Full Time,2017-09-11 00:00:00,,,
20132,Yes,Employed Full Time,2017-06-21 00:00:00,,Yes,Yes
20133,,Employed Part Time,2017-05-21 00:00:00,,,
20134,,Employed Full Time,2017-02-27 00:00:00,,Yes,Yes
20135,,Not employed,,,,
20136,Yes,Employed Full Time,2017-11-28 00:00:00,,Yes,Yes
20137,,Employed Part Time,2017-04-27 00:00:00,,,
20138,Yes,Employed Part Time,2017-03-27 00:00:00,,,
20139,,Not employed,,,,
20140,Yes,Employed Part Time,2017-04-20 00:00:00,,,
20141,,Not employed,,,,
20142,,Not employed,,,,
20143,Yes,Employed Full Time,2017-07-31 00:00:00,,Yes,Yes
20144,Yes,Employed Full Time,2017-08-14 00:00:00,,Yes,Yes
20145,,Employed Full Time,2017-06-05 00:00:00,,,
20146,Yes,Employed Full Time,2017-07-24 00:00:00,,Yes,Yes
20147,,Employed Full Time,2017-05-22 00:00:00,,,
20148,Yes,Employed Full Time,2017-06-21 00:00:00,,Yes,Yes
20149,,Employed Full Time,2017-07-24 00:00:00,,,
20150,Yes,Employed Full Time,2017-11-15 00:00:00,,Yes,Yes
20151,Yes,Employed Full Time,2018-02-12 00:00:00,,Yes,Yes
20152,Yes,Employed Full Time,2017-05-17 00:00:00,,,
20153,,Not employed,,,,
20154,Yes,Employed Full Time,2017-10-20 00:00:00,,Yes,Yes
20155,,Employed Full Time,2017-07-24 00:00:00,,,
20156,Yes,Not employed,,,,
20157,,Not employed,,,,
20158,,Employed Part Time,2017-05-03 00:00:00,,,
20159,Yes,Not employed,,,Yes,Yes
20160,Yes,Employed Full Time,2017-07-31 00:00:00,,Yes,No
20161,,Employed Full Time,2017-05-08 00:00:00,,,
20162,Yes,Employed Part Time,2018-05-29 00:00:00,,,
20163,Yes,Employed Full Time,2017-07-17 00:00:00,,Yes,Yes
20164,Yes,Not employed,,,,
20165,Yes,Employed Full Time,2017-10-16 00:00:00,,Yes,Yes
20166,,Not employed,,,,
20167,,Employed Full Time,2017-05-22 00:00:00,,,
20168,Yes,Employed Full Time,2017-10-26 00:00:00,,Yes,Yes
20169,,Not employed,,,,
20170,,Not employed,,,,
20171,,Not employed,,,,
20172,,Employed Part Time,2017-07-31 00:00:00,,,
20173,Yes,Employed Full Time,2017-08-10 00:00:00,,Yes,Yes
20174,Yes,Employed Full Time,2017-08-14 00:00:00,,Yes,Yes
20175,,Not employed,,,,
20176,,Employed Part Time,2017-07-20 00:00:00,,,
20177,Yes,Employed Full Time,2018-01-22 00:00:00,,Yes,Yes
20178,,Employed Part Time,2017-08-09 00:00:00,,,
20179,Yes,Employed Full Time,2017-10-09 00:00:00,,Yes,Yes
20180,Yes,Not employed,,,,
20181,Yes,Employed Full Time,2017-08-11 00:00:00,,Yes,Yes
20182,,Employed Part Time,2017-08-01 00:00:00,,,
20183,Yes,Employed Full Time,2018-01-08 00:00:00,,Yes,Yes
20184,Yes,Employed Full Time,2018-01-09 00:00:00,,Yes,Yes
20185,Yes,Not employed,,,Yes,Yes
20186,Yes,Employed Full Time,2017-10-23 00:00:00,,Yes,Yes
20187,Yes,Employed Full Time,2017-11-13 00:00:00,,Yes,Yes
20188,Yes,Not employed,,,Yes,Yes
20189,,Not employed,,,,
20190,,Employed Part Time,2017-09-11 00:00:00,,,
20191,,Employed Full Time,2017-12-04 00:00:00,,,
20192,,Not employed,,,,
20193,Yes,Employed Full Time,2018-02-13 00:00:00,,Yes,Yes
20194,,Employed Part Time,2017-11-24 00:00:00,,,
20195,Yes,Employed Part Time,2017-02-04 00:00:00,,Yes,Yes
20196,,Employed Part Time,2017-10-27 00:00:00,,,
20197,,Not employed,,,,
20198,,Employed Full Time,2017-09-09 00:00:00,,,
20199,,Not employed,,,,
20200,Yes,Employed Full Time,2017-08-10 00:00:00,,Yes,Yes
20201,,Employed Full Time,2017-12-29 00:00:00,,,
20202,,Employed Part Time,2017-10-01 00:00:00,,,
20203,Yes,Employed Full Time,2017-09-25 00:00:00,,Yes,Yes
20204,,Not employed,,,,
20205,,Employed Part Time,2017-11-18 00:00:00,,,
20206,Yes,Not employed,,,,
20207,Yes,Employed Part Time,2008-03-01 00:00:00,,,
20208,,Not employed,,,,
20209,,Employed Part Time,2017-10-26 00:00:00,,,
20210,,Not employed,,,,
20211,Yes,Not employed,,,Yes,Yes
20212,Yes,Employed Full Time,2017-10-16 00:00:00,,,
20213,Yes,Employed Full Time,2017-11-29 00:00:00,,Yes,Yes
20214,Yes,Not employed,,,Yes,Yes
20215,Yes,Employed Full Time,2017-11-13 00:00:00,,Yes,Yes
20216,,Employed Full Time,2017-10-23 00:00:00,,,
20217,,Employed Full Time,2017-11-14 00:00:00,,,
20218,Yes,Employed Full Time,2017-10-16 00:00:00,,Yes,Yes
20219,Yes,Not employed,,,Yes,Yes
20220,Yes,Not employed,,,,
20221,,Employed Full Time,2017-10-31 00:00:00,,,
20222,,Employed Full Time,2017-10-16 00:00:00,,,
20223,Yes,Employed Part Time,2017-11-08 00:00:00,,,
20224,Yes,Employed Full Time,2018-02-12 00:00:00,,Yes,Yes
20225,,Employed Part Time,2017-12-19 00:00:00,,,
20226,Yes,Employed Part Time,2017-11-01 00:00:00,,Yes,Yes
20227,Yes,Not employed,,,Yes,Yes
20228,,Employed Full Time,2017-10-09 00:00:00,,,
20229,,Employed Part Time,2017-10-10 00:00:00,,,
20230,,Employed Full Time,2017-10-01 00:00:00,,,
20231,Yes,Not employed,,,Yes,Yes
20232,,Employed Part Time,2017-11-01 00:00:00,,,
20233,Yes,Not employed,,,Yes,
20234,,Employed Full Time,2017-09-11 00:00:00,,,
20235,,Employed Full Time,2017-08-29 00:00:00,,,
20236,,Employed Part Time,2018-02-07 00:00:00,,,
20237,,Employed Full Time,2017-11-01 00:00:00,,,
20238,,Employed Part Time,2017-08-16 00:00:00,,,
20239,Yes,Employed Part Time,2017-11-20 00:00:00,,,
20240,Yes,Not employed,,,Yes,Yes
20241,Yes,Not employed,,,,
20242,,Not employed,,,,
20243,,Not employed,,,,
20244,Yes,Employed Full Time,2018-01-21 00:00:00,,Yes,Yes
20245,Yes,Not employed,,,,
20246,Yes,Employed Full Time,2017-08-10 00:00:00,,Yes,Yes
20247,Yes,Employed Part Time,2017-09-07 00:00:00,,Yes,Yes
20248,Yes,Employed Full Time,2017-10-17 00:00:00,,,
20249,,Not employed,,,,
20250,,Not employed,,,,
20251,,Employed Full Time,2017-10-02 00:00:00,,,
20252,,Employed Part Time,2017-10-01 00:00:00,,,
20253,Yes,Not employed,,,Yes,Yes
20254,Yes,Employed Full Time,2018-01-15 00:00:00,,,
20255,Yes,Employed Part Time,2018-01-22 00:00:00,,,
20256,Yes,Employed Full Time,2018-03-06 00:00:00,,,
20257,Yes,Employed Part Time,2018-01-19 00:00:00,,,
20258,Yes,Not employed,,,,
20259,Yes,Employed Full Time,2018-03-06 00:00:00,,,
20260,Yes,Employed Full Time,2018-03-07 00:00:00,,,
20261,Yes,Employed Full Time,2018-03-06 00:00:00,,,
20262,Yes,Employed Full Time,2018-03-06 00:00:00,,,
20263,,Employed Part Time,2017-10-07 00:00:00,,,
20264,Yes,Employed Full Time,2018-02-19 00:00:00,,Yes,Yes
20265,,Not employed,,,,
20266,,Not employed,,,,
20267,Yes,Employed Full Time,2017-09-13 00:00:00,,Yes,Yes
20268,Yes,Not employed,,,Yes,Yes
20269,Yes,Employed Full Time,2018-02-20 00:00:00,,Yes,Yes
20270,Yes,Employed Full Time,2017-08-16 00:00:00,,Yes,
20271,Yes,Employed Full Time,2017-08-01 00:00:00,,Yes,Yes
20272,,Employed Full Time,2017-11-07 00:00:00,,,
20273,,Not employed,,,,
20274,Yes,Not employed,,,,
20275,Yes,Employed Full Time,2015-10-04 00:00:00,,Yes,
20276,Yes,Employed Full Time,2018-01-02 00:00:00,,Yes,Yes
20277,Yes,Not employed,,,Yes,Yes
20278,,Employed Full Time,2018-01-02 00:00:00,,,
20279,Yes,Employed Full Time,2018-01-02 00:00:00,,,
20280,Yes,Employed Full Time,2000-08-01 00:00:00,,Yes,Yes
20281,Yes,Employed Full Time,2015-03-25 00:00:00,,Yes,Yes
20282,,Employed Full Time,2017-10-27 00:00:00,,,
20283,Yes,Not employed,,,,
20284,Yes,Employed Full Time,1994-08-15 00:00:00,,,
20285,,Employed Part Time,2017-10-05 00:00:00,,,
20286,Yes,Not employed,,,Yes,
20287,,Employed Full Time,2017-11-20 00:00:00,,,
20288,Yes,Employed Full Time,2005-08-01 00:00:00,,Yes,Yes
20289,Yes,Employed Full Time,2018-01-13 00:00:00,,Yes,Yes
20290,Yes,Not employed,,,,
20291,Yes,Employed Full Time,2018-06-04 00:00:00,,Yes,Yes
20292,Yes,Not employed,,,,
20293,Yes,Employed Full Time,2018-05-10 00:00:00,,Yes,Yes
20294,Yes,Not employed,,,,
20295,,Employed Part Time,2017-10-25 00:00:00,,,
20296,Yes,Employed Full Time,2017-10-25 00:00:00,,Yes,Yes
20297,Yes,Employed Full Time,2017-08-15 00:00:00,,Yes,
20298,,Employed Full Time,2017-10-18 00:00:00,,,
20299,,Not employed,,,,
20300,Yes,Employed Full Time,2018-04-04 00:00:00,,,
20301,Yes,Not employed,,,Yes,
20302,Yes,Not employed,,,,
20303,Yes,Employed Part Time,2018-04-09 00:00:00,,,
20304,Yes,Not employed,,,Yes,Yes
20305,Yes,Employed Full Time,2018-04-30 00:00:00,,Yes,Yes
20306,,Not employed,,,,
20307,,Employed Full Time,2017-11-06 00:00:00,,,
20308,Yes,Not employed,,,Yes,Yes
20309,Yes,Not employed,,,,
20310,Yes,Not employed,,,,
20311,Yes,Employed Full Time,2018-04-02 00:00:00,,Yes,Yes
20312,Yes,Not employed,,,,
20313,Yes,Not employed,,,Yes,
20314,Yes,Not employed,,,,
20315,Yes,Not employed,,,,
20316,Yes,Employed Part Time,2018-02-12 00:00:00,,,
20317,Yes,Employed Part Time,2017-07-31 00:00:00,,Yes,
20318,,Not employed,,,,
20319,Yes,Employed Full Time,2018-05-07 00:00:00,,,
20320,Yes,Employed Part Time,2018-07-09 00:00:00,,Yes,Yes
20321,,Not employed,,,,
20322,,Employed Part Time,2017-12-18 00:00:00,,,
20323,,Employed Full Time,2017-10-24 00:00:00,,,
20324,Yes,Not employed,,,,
20325,Yes,Employed Full Time,2018-04-30 00:00:00,,Yes,Yes
20326,Yes,Not employed,,,,
20327,Yes,Employed Full Time,2017-12-18 00:00:00,,,
20328,Yes,Employed Full Time,2018-03-12 00:00:00,,,
20329,Yes,Not employed,,,,
20330,Yes,Employed Part Time,2018-03-19 00:00:00,,,
20331,Yes,Not employed,,,,
20332,,Employed Full Time,2018-01-08 00:00:00,,,
20333,Yes,Not employed,,,Yes,
20334,,Employed Full Time,2018-02-22 00:00:00,,,
20335,Yes,Not employed,,,Yes,
20336,Yes,Employed Part Time,2017-08-01 00:00:00,,,
20337,Yes,Employed Full Time,2018-05-11 00:00:00,,Yes,Yes
20338,Yes,Not employed,,,Yes,
20339,Yes,Not employed,,,,
20340,Yes,Employed Full Time,2002-08-01 00:00:00,,Yes,Yes
20341,,Not employed,,,,
20342,Yes,Not employed,,,Yes,Yes
20343,Yes,Not employed,,,,
20344,,Employed Full Time,2007-11-01 00:00:00,,,
20345,Yes,Employed Full Time,2018-02-28 00:00:00,,,
20346,Yes,Not employed,,,,
20347,Yes,Employed Part Time,2017-09-01 00:00:00,,,
20348,Yes,Not employed,,,Yes,Yes
20349,Yes,Not employed,,,Yes,Yes
20350,Yes,Employed Full Time,2018-03-05 00:00:00,,Yes,Yes
20351,Yes,Employed Part Time,2018-04-02 00:00:00,,,
20352,Yes,Not employed,,,,
20353,Yes,Employed Full Time,2018-05-07 00:00:00,,Yes,Yes
20354,Yes,Not employed,,,,
20355,Yes,Not employed,,,Yes,Yes
20356,Yes,Employed Part Time,2017-07-01 00:00:00,,Yes,Yes
20357,Yes,Not employed,,,Yes,
20358,Yes,Employed Full Time,2017-11-20 00:00:00,,Yes,
20359,Yes,Employed Part Time,2015-12-29 00:00:00,,,
20360,Yes,Not employed,,,,
20361,,Employed Full Time,2017-12-26 00:00:00,,,
20362,Yes,Employed Full Time,2018-03-01 00:00:00,,,
20363,Yes,Employed Full Time,1999-01-04 00:00:00,,Yes,
20364,Yes,Employed Full Time,2018-07-16 00:00:00,,Yes,Yes
20365,Yes,Employed Part Time,2018-01-22 00:00:00,,,
20366,Yes,Employed Part Time,2018-03-05 00:00:00,,,
20367,Yes,Not employed,,,,
20368,Yes,Employed Full Time,2018-02-26 00:00:00,,,
20369,Yes,Employed Full Time,2018-04-03 00:00:00,,,
20370,Yes,Employed Full Time,2018-06-18 00:00:00,,Yes,Yes
20371,,Not employed,,,,
20372,Yes,Not employed,,,,
20373,Yes,Employed Full Time,2018-07-09 00:00:00,,Yes,Yes
20374,Yes,Not employed,,,Yes,
20375,,Employed Full Time,2018-05-01 00:00:00,,,
20376,Yes,Not employed,,,,
20377,Yes,Not employed,,,,
20378,Yes,Not employed,,,,
20379,Yes,Not employed,,,Yes,
20380,,Employed Full Time,2018-03-12 00:00:00,,,
20381,Yes,Not employed,,,,
20382,Yes,Employed Full Time,2018-05-07 00:00:00,,Yes,Yes
20383,Yes,Employed Full Time,2015-12-29 00:00:00,,Yes,
20384,Yes,Employed Part Time,2018-03-05 00:00:00,,Yes,Yes
20385,,Not employed,,,,
20386,Yes,Not employed,,,,
20387,Yes,Not employed,,,,
20388,Yes,Not employed,,,,
20389,Yes,Not employed,,,,
20390,Yes,Not employed,,,,
20391,Yes,Employed Part Time,2016-09-01 00:00:00,,,
20392,,Not employed,,,,
20393,Yes,Employed Part Time,2018-02-05 00:00:00,,,
20394,Yes,Not employed,,,,
20395,Yes,Employed Full Time,2018-05-18 00:00:00,,Yes,Yes
20396,Yes,Not employed,,,,
20397,Yes,Not employed,,,,
20398,Yes,Employed Full Time,2017-07-01 00:00:00,,Yes,Yes
20399,,Not employed,,,,
20400,Yes,Not employed,,,,
20401,Yes,Not employed,,,,
20402,Yes,Not employed,,,,
20403,,Not employed,,,,
20404,Yes,Not employed,,,,
20405,Yes,Not employed,,,Yes,
20406,Yes,Not employed,,,,
20407,Yes,Not employed,,,,
20408,Yes,Employed Part Time,2018-01-01 00:00:00,,,
20409,Yes,Employed Full Time,2018-07-16 00:00:00,,Yes,Yes
20410,Yes,Employed Full Time,2018-06-27 00:00:00,,Yes,Yes
20411,Yes,Not employed,,,,
20412,Yes,Not employed,,,,
20413,,Not employed,,,,
20414,Yes,Not employed,,,Yes,
20415,Yes,Not employed,,,,
20416,Yes,Employed Part Time,2018-03-23 00:00:00,,,
20417,,Not employed,,,,
20418,,Employed Part Time,2018-06-24 00:00:00,,,
20419,Yes,Not employed,,,Yes,Yes
20420,Yes,Not employed,,,,
20421,Yes,Not employed,,,Yes,
20422,Yes,Employed Full Time,2018-08-09 00:00:00,,Yes,Yes
20423,,Not employed,,,,
20424,Yes,Employed Full Time,2017-11-15 00:00:00,,,
20425,Yes,Employed Full Time,2018-06-26 00:00:00,,Yes,Yes
20426,Yes,Employed Full Time,2016-03-01 00:00:00,,Yes,Yes
20427,,Not employed,,,,
20428,Yes,Not employed,,,,
20429,Yes,Employed Full Time,2017-08-21 00:00:00,,,
20430,,Not employed,,,,
20431,Yes,Not employed,,,,
20432,Yes,Employed Full Time,2018-05-07 00:00:00,,,
20433,Yes,Employed Full Time,2018-07-25 00:00:00,,Yes,Yes
20434,Yes,Employed Part Time,2018-04-13 00:00:00,,,
20435,,Not employed,,,,
20436,Yes,Employed Part Time,2018-05-14 00:00:00,,,
20437,Yes,Employed Part Time,2018-05-18 00:00:00,,,
20438,Yes,Not employed,,,,
20439,Yes,Not employed,,,,
20440,,Not employed,,,,
20441,Yes,Not employed,,,Yes,
20442,Yes,Employed Part Time,2018-04-29 00:00:00,,,
20443,,Employed Part Time,2018-05-09 00:00:00,,,
20444,Yes,Not employed,,,,
20445,Yes,Not employed,,,,
20446,Yes,Employed Part Time,2018-03-05 00:00:00,,,
20447,Yes,Not employed,,,,
20448,Yes,Not employed,,,,
20449,Yes,Employed Full Time,2015-06-06 00:00:00,,,
20450,,Employed Part Time,2018-02-14 00:00:00,,,
20451,,Employed Full Time,2018-04-16 00:00:00,,,
20452,Yes,Not employed,,,,
20453,Yes,Not employed,,,Yes,
20454,Yes,Not employed,,,,
20455,Yes,Not employed,,,,
20456,Yes,Not employed,,,,
20457,Yes,Employed Full Time,2018-02-15 00:00:00,,Yes,
20458,Yes,Not employed,,,,
20459,Yes,Employed Part Time,2011-05-01 00:00:00,,,
20460,Yes,Not employed,,,,
20461,Yes,Not employed,,,,
20462,Yes,Not employed,,,,
20463,Yes,Employed Full Time,2018-04-12 00:00:00,,Yes,
20464,Yes,Not employed,,,,
20465,,Not employed,,,,
20466,Yes,Not employed,,,Yes,
20467,Yes,Not employed,,,,
20468,Yes,Not employed,,,,
20469,Yes,Employed Part Time,2015-01-01 00:00:00,,Yes,
20470,Yes,Not employed,,,,
20471,Yes,Not employed,,,,
20472,Yes,Employed Full Time,2018-02-20 00:00:00,,Yes,
20473,Yes,Not employed,,,,
20474,Yes,Not employed,,,Yes,Yes
20475,Yes,Employed Part Time,2018-02-01 00:00:00,,Yes,Yes
20476,Yes,Employed Full Time,2018-05-01 00:00:00,,Yes,Yes
20477,Yes,Employed Part Time,2018-05-28 00:00:00,,,
20478,Yes,Employed Full Time,2012-06-12 00:00:00,,Yes,Yes
20479,,Employed Part Time,2016-11-13 00:00:00,,,
20480,Yes,Not employed,,,,
20481,Yes,Not employed,,,,
20482,Yes,Employed Full Time,2018-07-25 00:00:00,,Yes,Yes
20483,Yes,Not employed,,,Yes,Yes
20484,Yes,Not employed,,,,
20485,,Employed Full Time,2018-06-12 00:00:00,,,
20486,Yes,Employed Full Time,2014-01-01 00:00:00,,,
20487,,Employed Part Time,2017-08-10 00:00:00,,,
20488,Yes,Employed Full Time,2017-09-01 00:00:00,Yes,,
20489,Yes,Employed Full Time,2018-07-23 00:00:00,Yes,Yes,Yes
20490,Yes,Employed Full Time,2015-04-01 00:00:00,Yes,,
20491,Yes,Employed Full Time,2014-05-01 00:00:00,Yes,,
20492,Yes,Employed Full Time,2018-05-07 00:00:00,Yes,,
20493,Yes,Employed Full Time,2013-02-03 00:00:00,Yes,,
20494,Yes,Employed Full Time,2016-11-14 00:00:00,Yes,,
20495,Yes,Employed Full Time,2018-07-09 00:00:00,Yes,,
20496,Yes,Employed Full Time,2018-04-12 00:00:00,Yes,,
20497,Yes,Employed Full Time,2014-10-01 00:00:00,Yes,,
20498,Yes,Not employed,,,,
20499,Yes,Employed Full Time,2018-05-28 00:00:00,Yes,,
20500,Yes,Not employed,,,Yes,Yes
20501,Yes,Employed Full Time,2016-08-01 00:00:00,Yes,,
20502,Yes,Not employed,,,,
20503,Yes,Employed Full Time,2018-07-23 00:00:00,Yes,,
20504,Yes,Not employed,,,,
20505,Yes,Employed Full Time,2016-04-29 00:00:00,Yes,,
20506,Yes,Employed Full Time,2018-01-03 00:00:00,Yes,,
20507,Yes,Employed Full Time,2018-06-01 00:00:00,Yes,,
20508,Yes,Not employed,,,,
20509,Yes,Employed Full Time,2018-02-05 00:00:00,Yes,Yes,Yes
20510,Yes,Employed Full Time,2017-11-07 00:00:00,Yes,,
20511,Yes,Employed Full Time,2016-11-01 00:00:00,Yes,,
20512,Yes,Employed Full Time,2018-03-05 00:00:00,Yes,,
20513,Yes,Not employed,,,,
20514,Yes,Employed Full Time,2018-04-04 00:00:00,Yes,Yes,Yes
20515,Yes,Not employed,,No,No,No
20516,Yes,Employed Part Time,2018-06-18 00:00:00,No,No,No
20517,No,Employed Part Time,2007-01-01 00:00:00,Yes,No,No
20518,Yes,Employed Full Time,2018-06-04 00:00:00,No,No,No
20519,No,Employed Part Time,2016-12-05 00:00:00,Yes,No,No
20520,No,Not employed,,No,No,No
20521,No,Not employed,,No,No,No
20522,No,Employed Full Time,2018-01-17 00:00:00,Yes,No,No
20523,No,Employed Part Time,2017-10-01 00:00:00,Yes,No,No
20524,Yes,Employed Full Time,2017-10-02 00:00:00,Yes,No,No
20525,Yes,Not employed,,No,No,No
20526,No,Employed Full Time,2016-10-01 00:00:00,Yes,No,No
20527,Yes,Employed Full Time,2017-08-03 00:00:00,Yes,No,No
20528,No,Not employed,,No,No,No
20529,Yes,Employed Part Time,2009-01-15 00:00:00,Yes,No,No
20530,Yes,Employed Full Time,2017-10-01 00:00:00,Yes,No,No
20531,No,Employed Part Time,2017-02-15 00:00:00,Yes,No,No
20532,Yes,Employed Full Time,2018-06-18 00:00:00,No,No,No
20533,Yes,Not employed,,No,No,No
20534,No,Not employed,,No,No,No
20535,No,Employed Full Time,2017-06-12 00:00:00,Yes,No,No
20536,No,Not employed,,No,No,No
20537,No,Employed Full Time,2008-04-03 00:00:00,Yes,No,No
20538,Yes,Employed Full Time,2018-06-11 00:00:00,Yes,No,No
20539,Yes,Employed Part Time,2015-05-01 00:00:00,Yes,No,No
20540,No,Employed Full Time,2017-07-05 00:00:00,Yes,No,No
20541,No,Employed Part Time,2017-06-01 00:00:00,Yes,No,No
20542,No,Employed Full Time,2015-06-11 00:00:00,Yes,No,No
20543,No,Employed Part Time,2018-07-01 00:00:00,Yes,No,No
20544,No,Employed Full Time,2016-09-01 00:00:00,Yes,No,No
20545,No,Employed Full Time,2017-05-15 00:00:00,Yes,No,No
20546,No,Employed Full Time,2015-05-15 00:00:00,Yes,No,No
20547,No,Not employed,,No,No,No
20548,No,Employed Full Time,2017-08-03 00:00:00,Yes,No,No
20549,No,Employed Full Time,2016-11-06 00:00:00,Yes,No,No
20550,No,Employed Full Time,2017-06-12 00:00:00,Yes,No,No
20551,No,Employed Full Time,2017-01-02 00:00:00,Yes,No,No
20552,No,Employed Full Time,2016-09-25 00:00:00,Yes,No,No
20553,No,Not employed,,No,No,No
20554,No,Not employed,,No,No,No
20555,No,Employed Full Time,2016-10-16 00:00:00,Yes,No,No
20556,No,Employed Full Time,2017-09-18 00:00:00,Yes,No,No
20557,No,Employed Full Time,2018-01-27 00:00:00,Yes,No,No
20558,No,Employed Part Time,2017-08-21 00:00:00,Yes,No,No
20559,No,Not employed,,No,No,No
20560,No,Employed Full Time,2017-08-28 00:00:00,Yes,No,No
20561,No,Employed Part Time,2017-06-01 00:00:00,Yes,No,No
20562,No,Employed Full Time,2016-09-01 00:00:00,Yes,No,No
20563,Yes,Not employed,,No,No,No
20564,No,Employed Full Time,2018-04-04 00:00:00,Yes,No,No
20565,No,Not employed,,No,No,No
20566,No,Employed Full Time,2017-10-11 00:00:00,Yes,No,No
20567,Yes,Employed Full Time,2017-09-27 00:00:00,Yes,No,No
20568,No,Not employed,,No,No,No
20569,No,Employed Full Time,2017-07-10 00:00:00,Yes,Yes,Yes
20570,Yes,Not employed,,No,No,No
20571,No,Not employed,,No,No,No
20572,No,Employed Full Time,2017-09-25 00:00:00,Yes,No,No
20573,Yes,Employed Full Time,2017-10-26 00:00:00,Yes,No,No
20574,No,Employed Full Time,2016-11-14 00:00:00,Yes,No,No
20575,No,Employed Full Time,2018-01-31 00:00:00,Yes,No,No
20576,No,Not employed,,No,No,No
20577,No,Employed Full Time,2017-10-09 00:00:00,Yes,No,No
20578,Yes,Employed Part Time,2009-09-01 00:00:00,Yes,No,No
20796,Yes,Not employed,,No,No,No
20579,No,Employed Full Time,2017-01-02 00:00:00,Yes,No,No
20580,No,Employed Full Time,2017-05-01 00:00:00,Yes,No,No
20581,Yes,Employed Full Time,2018-04-28 00:00:00,Yes,No,No
20582,No,Employed Full Time,2018-01-02 00:00:00,Yes,No,No
20583,No,Not employed,,No,No,No
20584,No,Employed Part Time,2017-09-18 00:00:00,Yes,No,No
20585,No,Employed Full Time,2017-12-11 00:00:00,Yes,No,No
20586,No,Employed Full Time,2017-07-13 00:00:00,Yes,No,No
20587,Yes,Employed Full Time,2018-06-18 00:00:00,Yes,No,No
