empid_varchar,emp_varchar,empid_varchar,emp_emp,empid_varchar,emp_excel,recordid,clientid
18653,Not employed,18653,Not employed,18653,Not employed,18653,18104546
18654,Employed Full Time,18654,Employed Full Time,18654,Employed Full Time,18654,18104644
18655,Not employed,18655,Not employed,18655,Not employed,18655,18104710
18656,Employed Part Time,18656,Employed Part Time,18656,Employed Part Time,18656,18104738
18657,Employed Full Time,18657,Employed Full Time,18657,Employed Full Time,18657,18104745
18658,Employed Part Time,18658,Employed Part Time,18658,Employed Part Time,18658,18104843
18659,Employed Full Time,18659,Employed Full Time,18659,Employed Full Time,18659,18104990
18660,Employed Part Time,18660,Employed Part Time,18660,Employed Part Time,18660,18104994
18661,Employed Full Time,18661,Employed Full Time,18661,Employed Full Time,18661,18105138
18662,Employed Full Time,18662,Employed Full Time,18662,Employed Full Time,18662,18105146
18663,Employed Full Time,18663,Employed Full Time,18663,Employed Full Time,18663,18105300
18664,Not employed,18664,Not employed,18664,Not employed,18664,18105419
18665,Employed Full Time,18665,Employed Full Time,18665,Employed Full Time,18665,18105529
18666,Employed Full Time,18666,Employed Full Time,18666,Employed Full Time,18666,18108520
18667,Employed Full Time,18667,Employed Full Time,18667,Employed Full Time,18667,18109001
18668,Employed Full Time,18668,Employed Full Time,18668,Employed Full Time,18668,18109006
18669,Employed Full Time,18669,Employed Full Time,18669,Employed Full Time,18669,18109007
18670,Not employed,18670,Not employed,18670,Not employed,18670,18109106
18671,Employed Part Time,18671,Employed Part Time,18671,Employed Part Time,18671,18109184
18672,Employed Full Time,18672,Employed Full Time,18672,Employed Full Time,18672,18109194
18673,Not employed,18673,Not employed,18673,Not employed,18673,18109252
18674,Employed Full Time,18674,Employed Full Time,18674,Employed Full Time,18674,18109273
18675,Employed Full Time,18675,Employed Full Time,18675,Employed Full Time,18675,18109309
18676,Employed Full Time,18676,Employed Full Time,18676,Employed Full Time,18676,18109541
18677,Employed Part Time,18677,Employed Part Time,18677,Employed Part Time,18677,18109674
18678,Not employed,18678,Not employed,18678,Not employed,18678,18109981
18679,Employed Full Time,18679,Employed Full Time,18679,Employed Full Time,18679,18110017
18680,Employed Part Time,18680,Employed Part Time,18680,Employed Part Time,18680,18110218
18681,Employed Full Time,18681,Employed Full Time,18681,Employed Full Time,18681,18110509
18682,Not employed,18682,Not employed,18682,Not employed,18682,18110589
18683,Employed Full Time,18683,Employed Full Time,18683,Employed Full Time,18683,18110627
18684,Not employed,18684,Not employed,18684,Not employed,18684,18110765
18685,Employed Full Time,18685,Employed Full Time,18685,Employed Full Time,18685,18110786
18686,Employed Full Time,18686,Employed Full Time,18686,Employed Full Time,18686,18110947
18687,Not employed,18687,Not employed,18687,Not employed,18687,18111055
18688,Employed Full Time,18688,Employed Full Time,18688,Employed Full Time,18688,18111081
18689,Employed Full Time,18689,Employed Full Time,18689,Employed Full Time,18689,18111096
18690,Not employed,18690,Not employed,18690,Not employed,18690,18111104
18691,Employed Full Time,18691,Employed Full Time,18691,Employed Full Time,18691,18111185
18692,Employed Full Time,18692,Employed Full Time,18692,Employed Full Time,18692,18111187
18693,Employed Full Time,18693,Employed Full Time,18693,Employed Full Time,18693,18111260
18694,Employed Full Time,18694,Employed Full Time,18694,Employed Full Time,18694,18111299
18695,Not employed,18695,Not employed,18695,Not employed,18695,18111321
18696,Employed Full Time,18696,Employed Full Time,18696,Employed Full Time,18696,18111508
18697,Employed Part Time,18697,Employed Part Time,18697,Employed Part Time,18697,18111547
18698,Employed Full Time,18698,Employed Full Time,18698,Employed Full Time,18698,18111629
18699,Employed Full Time,18699,Employed Full Time,18699,Employed Full Time,18699,18111741
18700,Employed Part Time,18700,Employed Part Time,18700,Employed Part Time,18700,18111769
18701,Employed Part Time,18701,Employed Part Time,18701,Employed Part Time,18701,18112139
18702,Employed Full Time,18702,Employed Full Time,18702,Employed Full Time,18702,18112391
18703,Employed Full Time,18703,Employed Full Time,18703,Employed Full Time,18703,18112502
18704,Employed Full Time,18704,Employed Full Time,18704,Employed Full Time,18704,18112570
18705,Not employed,18705,Not employed,18705,Not employed,18705,18112896
18706,Employed Part Time,18706,Employed Part Time,18706,Employed Part Time,18706,18113063
18707,Employed Full Time,18707,Employed Full Time,18707,Employed Full Time,18707,18113294
18708,Employed Full Time,18708,Employed Full Time,18708,Employed Full Time,18708,18113308
18709,Employed Full Time,18709,Employed Full Time,18709,Employed Full Time,18709,18113310
18710,Not employed,18710,Not employed,18710,Not employed,18710,18113422
18711,Employed Full Time,18711,Employed Full Time,18711,Employed Full Time,18711,18113427
18712,Not employed,18712,Not employed,18712,Not employed,18712,18113678
18713,Not employed,18713,Not employed,18713,Not employed,18713,18113876
18714,Employed Part Time,18714,Employed Part Time,18714,Employed Part Time,18714,18114061
18715,Not employed,18715,Not employed,18715,Not employed,18715,18114153
18716,Not employed,18716,Not employed,18716,Not employed,18716,18114793
18717,Employed Full Time,18717,Employed Full Time,18717,Employed Full Time,18717,18115088
18718,Employed Part Time,18718,Employed Part Time,18718,Employed Part Time,18718,18115110
18719,Employed Part Time,18719,Employed Part Time,18719,Employed Part Time,18719,18115257
18720,Employed Part Time,18720,Employed Part Time,18720,Employed Part Time,18720,18115289
18721,Employed Part Time,18721,Employed Part Time,18721,Employed Part Time,18721,18115332
18722,Employed Full Time,18722,Employed Full Time,18722,Employed Full Time,18722,18115388
18723,Not employed,18723,Not employed,18723,Not employed,18723,18115774
18724,Employed Full Time,18724,Employed Full Time,18724,Employed Full Time,18724,150126181
18725,Not employed,18725,Not employed,18725,Not employed,18725,150329181
18726,Employed Full Time,18726,Employed Full Time,18726,Employed Full Time,18726,151030172
18727,Employed Full Time,18727,Employed Full Time,18727,Employed Full Time,18727,1663436018
18728,Employed Part Time,18728,Employed Part Time,18728,Employed Part Time,18728,1663436019
18729,Employed Full Time,18729,Employed Full Time,18729,Employed Full Time,18729,1664137195
18730,Employed Full Time,18730,Employed Full Time,18730,Employed Full Time,18730,1665117998
18731,Employed Full Time,18731,Employed Full Time,18731,Employed Full Time,18731,1665371817
18732,Not employed,18732,Not employed,18732,Not employed,18732,1665850930
18733,Employed Full Time,18733,Employed Full Time,18733,Employed Full Time,18733,1665855006
18734,Employed Full Time,18734,Employed Full Time,18734,Employed Full Time,18734,1665886409
18735,Not employed,18735,Not employed,18735,Not employed,18735,1698042419
18736,Employed Full Time,18736,Employed Full Time,18736,Employed Full Time,18736,16206990867
18737,Employed Full Time,18737,Employed Full Time,18737,Employed Full Time,18737,16212284125
18738,Employed Full Time,18738,Employed Full Time,18738,Employed Full Time,18738,16212508126
18739,Not employed,18739,Not employed,18739,Not employed,18739,16212613518
18740,Employed Full Time,18740,Employed Full Time,18740,Employed Full Time,18740,16212618153
18741,Employed Full Time,18741,Employed Full Time,18741,Employed Full Time,18741,16212625203
18742,Employed Full Time,18742,Employed Full Time,18742,Employed Full Time,18742,16212692279
18743,Employed Full Time,18743,Employed Full Time,18743,Employed Full Time,18743,16212726504
18744,Employed Full Time,18744,Employed Full Time,18744,Employed Full Time,18744,16212819184
18745,Employed Full Time,18745,Employed Full Time,18745,Employed Full Time,18745,16212819186
18746,Not employed,18746,Not employed,18746,Not employed,18746,16212854041
18747,Employed Full Time,18747,Employed Full Time,18747,Employed Full Time,18747,16212854541
18748,Employed Full Time,18748,Employed Full Time,18748,Employed Full Time,18748,16212876158
18749,Employed Full Time,18749,Employed Full Time,18749,Employed Full Time,18749,16212881104
18750,Employed Full Time,18750,Employed Full Time,18750,Employed Full Time,18750,16217012785
18751,Employed Full Time,18751,Employed Full Time,18751,Employed Full Time,18751,16217016544
18752,Employed Part Time,18752,Employed Part Time,18752,Employed Part Time,18752,16217028012
18753,Employed Full Time,18753,Employed Full Time,18753,Employed Full Time,18753,16217050812
18754,Employed Full Time,18754,Employed Full Time,18754,Employed Full Time,18754,16217050817
18755,Employed Part Time,18755,Employed Part Time,18755,Employed Part Time,18755,16217069985
18756,Employed Part Time,18756,Employed Part Time,18756,Employed Part Time,18756,16217076163
18757,Employed Full Time,18757,Employed Full Time,18757,Employed Full Time,18757,16217089643
18758,Employed Part Time,18758,Employed Part Time,18758,Employed Part Time,18758,16217107180
18759,Not employed,18759,Not employed,18759,Not employed,18759,16217169929
18760,Not employed,18760,Not employed,18760,Not employed,18760,110031600001zARKsAAO
18761,Employed Part Time,18761,Employed Part Time,18761,Employed Part Time,18761,110031600001zATLxAAO
18762,Not employed,18762,Not employed,18762,Not employed,18762,110031600002ahdtrAAA
18763,Employed Full Time,18763,Employed Full Time,18763,Employed Full Time,18763,110031600002ahziRAAQ
18764,Employed Part Time,18764,Employed Part Time,18764,Employed Part Time,18764,110031600002aiVu3AAE
18765,Employed Part Time,18765,Employed Part Time,18765,Employed Part Time,18765,110031600002aj3MRAAY
18766,Not employed,18766,Not employed,18766,Not employed,18766,110031600002ajwX5AAI
18767,Employed Full Time,18767,Employed Full Time,18767,Employed Full Time,18767,110031600002ajYPqAAM
18768,Employed Part Time,18768,Employed Part Time,18768,Employed Part Time,18768,110031600002akSjnAAE
18769,Not employed,18769,Not employed,18769,Not employed,18769,110031600002bv9CHAAY
18770,Employed Full Time,18770,Employed Full Time,18770,Employed Full Time,18770,110031600002bv9PuAAI
18771,Not employed,18771,Not employed,18771,Not employed,18771,110031600002bv9YxAAI
18772,Employed Part Time,18772,Employed Part Time,18772,Employed Part Time,18772,110031600002bvvRIAAY
18773,Not employed,18773,Not employed,18773,Not employed,18773,110031600002bw3ewAAA
18774,Employed Part Time,18774,Employed Part Time,18774,Employed Part Time,18774,110031600002bw3ycAAA
18775,Employed Part Time,18775,Employed Part Time,18775,Employed Part Time,18775,110031600002bwAOAAA2
18776,Not employed,18776,Not employed,18776,Not employed,18776,110031600002bwltzAAA
18777,Not employed,18777,Not employed,18777,Not employed,18777,110031600002bwPczAAE
18778,Employed Part Time,18778,Employed Part Time,18778,Employed Part Time,18778,110031600002bwRE7AAM
18779,Employed Full Time,18779,Employed Full Time,18779,Employed Full Time,18779,110031600002bxjI9AAI
18780,Employed Full Time,18780,Employed Full Time,18780,Employed Full Time,18780,110031600002bxVntAAE
18781,Employed Full Time,18781,Employed Full Time,18781,Employed Full Time,18781,110031600002bxXEvAAM
18782,Not employed,18782,Not employed,18782,Not employed,18782,110031600002bydTfAAI
18783,Employed Full Time,18783,Employed Full Time,18783,Employed Full Time,18783,110031600002bykHwAAI
18784,Employed Full Time,18784,Employed Full Time,18784,Employed Full Time,18784,110031600002dCqwZAAS
18785,Not employed,18785,Not employed,18785,Not employed,18785,110031600002dCW1yAAG
18786,Employed Part Time,18786,Employed Part Time,18786,Employed Part Time,18786,110031600002dCyzlAAC
18787,Not employed,18787,Not employed,18787,Not employed,18787,110031600002dDKDaAAO
18788,Employed Full Time,18788,Employed Full Time,18788,Employed Full Time,18788,110031600002dEhMDAA0
18789,Employed Part Time,18789,Employed Part Time,18789,Employed Part Time,18789,110031600002dEiANAA0
18790,Employed Full Time,18790,Employed Full Time,18790,Employed Full Time,18790,110031600002dEmB4AAK
18791,Not employed,18791,Not employed,18791,Not employed,18791,110031600002dEqqtAAC
18792,Employed Full Time,18792,Employed Full Time,18792,Employed Full Time,18792,110031600002dExHVAA0
18793,Not employed,18793,Not employed,18793,Not employed,18793,110031600002dEXNvAAO
18794,Not employed,18794,Not employed,18794,Not employed,18794,110031600002dF4ZrAAK
18795,Employed Full Time,18795,Employed Full Time,18795,Employed Full Time,18795,110031600002dFbT4AAK
18796,Employed Full Time,18796,Employed Full Time,18796,Employed Full Time,18796,110031600002dFimRAAS
18797,Employed Part Time,18797,Employed Part Time,18797,Employed Part Time,18797,110031600002dFJCDAA4
18798,Employed Full Time,18798,Employed Full Time,18798,Employed Full Time,18798,110031600002dFqYKAA0
18799,Not employed,18799,Not employed,18799,Not employed,18799,110031600002dFyUAAA0
