AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
Yes,Employed Full Time,6/5/2018,Yes,No,No
No,Employed Full Time,10/10/2016,Yes,No,No
No,Employed Part Time,12/1/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/26/2017,Yes,No,No
No,Employed Full Time,4/10/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,12/5/2016,Yes,No,No
No,Employed Full Time,6/6/2018,Yes,No,No
No,Employed Full Time,12/23/2016,Yes,No,No
No,Employed Part Time,7/7/2017,Yes,No,No
No,Employed Part Time,11/17/2016,Yes,No,No
No,Employed Part Time,3/4/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Employed Part Time,10/22/2018,No,No,No
Yes,Employed Full Time,9/15/2017,Yes,Yes,No
Yes,Employed Part Time,8/1/2016,Yes,Yes,No
Yes,Employed Full Time,9/14/2017,Yes,Yes,No
No,Employed Full Time,6/22/2017,Yes,No,No
No,Employed Full Time,9/1/2017,Yes,No,No
No,Employed Full Time,3/13/2017,Yes,No,No
Yes,Employed Part Time,8/6/2018,Yes,Yes,Yes
No,Employed Full Time,3/13/2017,Yes,No,No
No,Employed Full Time,3/14/2017,Yes,No,No
Yes,Employed Full Time,2/16/2018,Yes,No,No
No,Employed Full Time,4/5/2017,Yes,No,No
No,Employed Full Time,3/20/2018,Yes,No,No
No,Not employed,,,Yes,No
No,Employed Full Time,8/23/2017,Yes,No,No
No,Employed Full Time,3/9/2017,Yes,No,No
No,Employed Full Time,2/2/2017,Yes,Yes,No
No,Not employed,,,No,No
No,Employed Full Time,4/10/2018,Yes,No,No
No,Not employed,,,No,No
Yes,Not employed,,,Yes,No
No,Not employed,,,No,No
No,Not employed,,,Yes,No
No,Not employed,,,No,No
No,Employed Full Time,7/5/2016,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Part Time,4/19/2017,Yes,No,No
No,Employed Full Time,10/2/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,Yes,No
Yes,Employed Full Time,10/13/2017,Yes,No,No
No,Employed Full Time,11/2/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,8/15/2017,Yes,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,5/30/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,3/27/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/24/2017,Yes,No,No
No,Employed Full Time,6/2/2017,Yes,No,No
Yes,Employed Full Time,11/8/2018,No,Yes,No
No,Not employed,,,No,No
No,Employed Full Time,6/19/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,3/31/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,4/10/2017,Yes,No,No
No,Employed Part Time,6/7/2017,Yes,No,No
No,Not employed,,,Yes,No
Yes,Not employed,,,Yes,Yes
No,Not employed,,,Yes,No
No,Employed Part Time,7/10/2017,Yes,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,9/1/2017,Yes,No,No
No,Employed Full Time,9/1/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,11/6/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,2/27/2018,Yes,No,No
No,Employed Full Time,6/2/2017,Yes,Yes,No
No,Employed Full Time,10/22/2018,No,No,No
No,Not employed,,,No,No
Yes,Employed Part Time,9/5/2018,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,9/19/2017,Yes,No,No
No,Employed Full Time,6/25/2018,Yes,No,No
No,Employed Full Time,1/8/2018,Yes,No,No
No,Employed Part Time,9/25/2017,Yes,No,No
Yes,Employed Part Time,10/22/2018,No,Yes,Yes
Yes,Employed Full Time,6/20/2018,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,9/22/2017,Yes,No,No
No,Employed Full Time,11/27/2017,Yes,No,No
Yes,Employed Part Time,7/24/2017,Yes,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Part Time,10/8/2018,No,No,No
No,Employed Full Time,9/29/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,7/17/2017,Yes,No,No
No,Employed Full Time,10/1/2017,Yes,No,No
No,Not employed,,,Yes,No
Yes,Not employed,,,No,No
No,Employed Full Time,10/16/2017,Yes,No,No
No,Employed Part Time,12/10/2018,No,Yes,No
No,Employed Part Time,9/15/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,Yes,No
No,Not employed,,,No,No
No,Employed Full Time,10/23/2017,Yes,No,No
No,Employed Part Time,10/8/2018,Yes,No,No
No,Employed Full Time,12/1/2017,Yes,No,No
No,Employed Part Time,12/18/2018,Yes,No,No
Yes,Employed Part Time,5/14/2018,Yes,No,No
Yes,Not employed,,,No,No
No,Employed Part Time,10/23/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,11/6/2017,Yes,No,No
No,Employed Part Time,9/12/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,10/9/2018,No,No,No
No,Employed Part Time,1/15/2018,Yes,No,No
Yes,Employed Full Time,8/21/2018,Yes,No,No
No,Employed Full Time,3/1/2018,Yes,No,No
Yes,Employed Full Time,9/14/2018,Yes,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,6/4/2018,Yes,No,No
Yes,Employed Full Time,8/2/2018,Yes,No,No
Yes,Employed Full Time,7/12/2018,Yes,No,No
No,Not employed,,,No,No
Yes,Employed Full Time,4/16/2018,Yes,No,No
Yes,Employed Full Time,5/30/2018,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,1/1/2016,Yes,No,No
No,Employed Full Time,6/26/2018,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,12/1/2017,Yes,No,No
Yes,Employed Part Time,9/24/2018,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Employed Full Time,4/24/2018,Yes,No,No
No,Employed Full Time,3/22/2018,Yes,No,No
No,Employed Full Time,11/5/2018,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,3/21/2018,Yes,No,No
Yes,Employed Full Time,8/6/2018,Yes,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Part Time,6/18/2018,Yes,No,No
No,Employed Full Time,3/21/2018,Yes,No,No
No,Not employed,,,No,No
Yes,Employed Full Time,7/23/2018,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,5/31/2018,Yes,No,No
No,Not employed,,,No,No
Yes,Employed Full Time,8/1/2018,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/28/2018,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,7/12/2018,Yes,No,No
No,Employed Full Time,8/22/2018,Yes,No,No
No,Employed Full Time,5/22/2018,Yes,No,No
No,Employed Full Time,8/20/2018,Yes,No,No
Yes,Employed Full Time,11/21/2018,Yes,No,No
No,Employed Full Time,6/28/2018,Yes,No,No
No,Employed Full Time,10/1/2018,Yes,No,No
No,Employed Full Time,8/12/2018,Yes,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Employed Part Time,10/3/2018,Yes,No,No
Yes,Employed Full Time,5/10/2018,Yes,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,6/30/2018,Yes,No,No
Yes,Employed Full Time,9/17/2018,Yes,No,No
No,Employed Full Time,2/1/2018,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,9/19/2018,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,7/30/2018,Yes,No,No
Yes,Employed Full Time,6/14/2018,Yes,No,No
Yes,Not employed,,,No,No
Yes,Employed Full Time,8/15/2018,Yes,No,No
Yes,Employed Part Time,8/27/2018,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Employed Part Time,8/27/2018,Yes,No,No
Yes,Employed Full Time,6/1/2016,Yes,No,No
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,8/2/2018,Yes,No,No
No,Not employed,,,No,No
Yes,Employed Full Time,12/4/2018,Yes,No,No
Yes,Employed Full Time,8/13/2018,Yes,No,No
Yes,Employed Full Time,9/17/2018,Yes,No,No
Yes,Employed Full Time,8/6/2018,Yes,No,No
Yes,Employed Full Time,7/30/2018,Yes,No,No
Yes,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,Employed Full Time,8/6/2018,Yes,No,No
Yes,Employed Full Time,8/13/2018,Yes,No,No
Yes,Employed Full Time,8/2/2018,Yes,No,No
Yes,Not employed,,,No,No
Yes,Employed Full Time,8/14/2018,Yes,No,No
Yes,Employed Full Time,7/30/2018,Yes,No,No
Yes,Employed Full Time,8/13/2018,Yes,No,No
Yes,Employed Full Time,9/25/2018,Yes,No,No
Yes,Employed Full Time,7/30/2018,Yes,No,No
Yes,Employed Full Time,7/30/2018,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Employed Full Time,10/12/2018,No,No,No
Yes,Employed Full Time,10/1/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,9/3/2018,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Employed Part Time,9/4/2018,Yes,No,No
Yes,Employed Full Time,9/27/2018,Yes,No,No
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,8/27/2018,Yes,No,No
No,Not employed,,,No,No
Yes,Employed Part Time,9/16/2018,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,7/16/2018,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Employed Part Time,6/4/2018,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,11/1/2018,No,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,No,No
Yes,Employed Full Time,10/8/2018,No,No,No
Yes,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,Employed Full Time,9/28/2018,Yes,No,No
Yes,Employed Full Time,7/12/2011,Yes,No,No
Yes,Employed Full Time,10/11/2018,No,No,No
Yes,Employed Full Time,11/28/2018,No,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,12/24/2018,No,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,10/1/2018,,,
Yes,Employed Full Time,5/16/2016,,,
,Employed Part Time,10/1/2015,,,
,Employed Part Time,6/16/2016,,,
Yes,Employed Part Time,1/1/2018,,,
,Not employed,,,,
Yes,Employed Full Time,1/1/2016,,,
Yes,Employed Full Time,1/1/2016,,,
Yes,Employed Full Time,11/1/2018,,,
Yes,Not employed,,,,
,Employed Full Time,1/1/1993,,,
,Not employed,,,,
,Not employed,,,,
Yes,Employed Full Time,4/1/2018,,,
Yes,Not employed,,,,
Yes,Employed Full Time,7/1/2018,,,
Yes,Not employed,,,,
Yes,Employed Full Time,1/1/2019,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,12/3/2018,,,
Yes,Not employed,,,,
Yes,Employed Part Time,2/5/2018,,,
Yes,Employed Full Time,1/30/2018,,,
Yes,Employed Full Time,5/15/2018,,,
Yes,Not employed,,,,
,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,9/24/2018,,,
Yes,Employed Part Time,9/1/2018,,,
Yes,Employed Full Time,1/16/2018,,,
Yes,Not employed,,,,
Yes,Employed Full Time,10/8/2018,,,
Yes,Employed Full Time,1/16/2018,,,
Yes,Employed Full Time,9/17/2018,,,
Yes,Employed Full Time,3/23/2018,,,
Yes,Employed Full Time,3/26/2018,,,
Yes,Employed Part Time,10/8/2018,,,
Yes,Not employed,,,,
Yes,Employed Full Time,8/9/2018,,,
Yes,Employed Full Time,5/1/2018,,,
Yes,Employed Full Time,5/14/2018,,,
Yes,Not employed,,,,
Yes,Employed Full Time,10/15/2018,,,
Yes,Not employed,,,,
,Employed Part Time,12/1/2017,,,
Yes,Employed Full Time,6/4/2018,,,
Yes,Not employed,,,,
Yes,Employed Part Time,12/4/2018,,,
Yes,Employed Full Time,11/26/2018,,,
Yes,Employed Full Time,11/26/2018,,,
Yes,Employed Full Time,3/14/2018,,,
Yes,Employed Full Time,5/1/2018,,,
,Employed Full Time,1/1/1993,,,
Yes,Employed Part Time,5/9/2018,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,10/29/2018,,,
Yes,Not employed,,,,
Yes,Employed Full Time,6/20/2018,,,
Yes,Employed Full Time,10/15/2018,,,
Yes,Not employed,,,,
Yes,Employed Full Time,1/1/2018,,,
Yes,Employed Full Time,11/5/2018,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,9/25/2018,,,
Yes,Employed Full Time,1/7/2019,,,
Yes,Employed Full Time,8/1/2018,,,
,Employed Full Time,8/20/2018,,,
Yes,Employed Full Time,1/14/2019,,,
Yes,Employed Part Time,11/1/2018,,,
Yes,Employed Full Time,1/1/2018,,,
Yes,Employed Part Time,8/15/2018,,,
Yes,Not employed,,,,
Yes,Employed Full Time,12/10/2018,,,
Yes,Employed Full Time,12/10/2018,,,
Yes,Employed Part Time,8/1/2018,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,9/4/2018,,,
Yes,Employed Full Time,1/14/2019,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,10/1/2013,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,7/31/2018,,,
,Employed Full Time,1/1/2015,,,
,Employed Full Time,1/1/2015,,,
Yes,Employed Part Time,12/1/2017,,,
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/31/2015,Yes,No,No
No,Employed Full Time,10/15/2018,No,No,No
Yes,Employed Part Time,9/4/2010,Yes,No,No
No,Employed Part Time,3/5/2014,Yes,No,No
No,Employed Part Time,7/28/2017,Yes,No,No
No,Employed Full Time,1/2/2018,Yes,No,No
Yes,Employed Part Time,8/2/2006,Yes,Yes,No
No,Employed Full Time,10/1/2007,Yes,No,No
No,Not employed,,No,No,No
No,Not employed,,No,No,No
No,Not employed,,No,No,No
No,Employed Full Time,6/1/2014,Yes,No,No
Yes,Not employed,,No,Yes,No
Yes,Employed Full Time,3/1/2018,Yes,No,No
Yes,Employed Full Time,8/22/2017,Yes,No,No
Yes,Employed Full Time,10/1/2018,Yes,No,No
No,Employed Part Time,2/1/2011,Yes,No,No
No,Employed Full Time,3/1/2018,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,1/12/2004,Yes,No,No
Yes,Employed Full Time,6/11/2018,Yes,No,No
No,Employed Part Time,5/10/2016,Yes,No,No
No,Not employed,,No,Yes,No
No,Not employed,,No,No,No
No,Employed Part Time,5/1/2017,Yes,No,No
No,Employed Full Time,10/1/2018,Yes,No,No
Yes,Employed Full Time,10/4/2016,Yes,No,No
No,Employed Full Time,2/1/2015,Yes,Yes,Yes
No,Employed Part Time,11/22/2018,Yes,No,No
No,Not employed,,No,No,No
No,Not employed,,No,No,No
No,Employed Full Time,9/1/2013,Yes,No,No
No,Employed Full Time,9/16/2002,Yes,No,No
No,Employed Full Time,1/2/2018,Yes,No,No
No,Not employed,,No,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,10/17/2016,Yes,No,No
No,Employed Part Time,8/21/2017,Yes,No,No
No,Employed Full Time,7/1/2015,Yes,No,No
No,Employed Full Time,1/15/2018,Yes,No,No
No,Employed Full Time,4/3/2017,Yes,No,No
Yes,Employed Full Time,11/19/2018,Yes,No,No
Yes,Not employed,,No,No,No
No,Not employed,,No,No,No
No,Employed Full Time,11/1/2014,Yes,No,No
Yes,Employed Full Time,9/26/2017,Yes,No,No
No,Employed Full Time,10/1/2018,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,2/1/2015,Yes,No,No
Yes,Employed Part Time,9/1/2017,Yes,No,No
No,Employed Full Time,2/23/2018,Yes,No,No
No,Employed Full Time,4/22/2018,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,9/1/2017,Yes,No,No
No,Employed Full Time,9/1/2013,Yes,No,No
Yes,Not employed,,,,
,Employed Part Time,6/6/2014,,No,No
,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,9/23/2017,,,
,Employed Full Time,9/14/2017,,,
Yes,Employed Full Time,9/9/2017,,Yes,Yes
Yes,Employed Full Time,10/1/2016,,Yes,Yes
Yes,Employed Full Time,6/4/2018,,,
,Not employed,,,,
,Employed Full Time,1/16/2017,,,
Yes,Not employed,,,,
,Employed Full Time,7/31/2017,,Yes,Yes
Yes,Employed Full Time,11/30/2018,,,
,Employed Full Time,7/17/2017,,Yes,Yes
,Employed Full Time,1/22/2018,,Yes,Yes
,Employed Full Time,10/16/2017,,,
,Employed Full Time,10/31/2017,,,
,Employed Part Time,11/8/2017,,,
Yes,Not employed,,,,
,Employed Full Time,10/9/2017,,,
,Employed Part Time,10/1/2017,,,
Yes,Employed Full Time,2/20/2018,,Yes,Yes
,Not employed,,,,
Yes,Employed Full Time,1/2/2018,,,
,Not employed,,,,
Yes,Employed Full Time,8/15/2094,,,
,Employed Part Time,10/5/2017,,,
Yes,Employed Full Time,4/4/2018,,,
Yes,Employed Full Time,4/30/2018,,Yes,Yes
,Employed Full Time,12/18/2017,,,
,Employed Full Time,2/22/2018,,,
,Not employed,,,Yes,Yes
Yes,Employed Full Time,6/11/2018,,Yes,Yes
Yes,Employed Full Time,2/28/2018,,,
Yes,Employed Full Time,7/16/2018,,Yes,Yes
,Employed Part Time,1/22/2018,,,
Yes,Employed Part Time,3/5/2018,,Yes,Yes
,Employed Full Time,8/27/2018,,,
,Not employed,,,,
Yes,Not employed,,,Yes,
,Not employed,,,,
Yes,Employed Part Time,7/16/2018,,,
Yes,Employed Full Time,12/17/2018,,Yes,Yes
Yes,Employed Part Time,6/11/2018,,,
,Employed Part Time,3/23/2018,,,
Yes,Not employed,,,Yes,
Yes,Not employed,,,Yes,Yes
,Employed Part Time,5/18/2018,,Yes,
Yes,Not employed,,,,
Yes,Not employed,,,Yes,
Yes,Employed Part Time,4/29/2018,,Yes,Yes
Yes,Employed Full Time,8/16/2018,,,
Yes,Employed Full Time,8/20/2018,,,
,Not employed,,,,
,Not employed,,,Yes,Yes
Yes,Employed Full Time,10/30/2018,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,1/9/2019,,Yes,Yes
Yes,Employed Part Time,7/16/2018,,,
Yes,Not employed,,,Yes,
Yes,Not employed,,,Yes,
Yes,Not employed,,,,
Yes,Employed Part Time,11/5/2018,,Yes,Yes
Yes,Employed Full Time,11/12/2018,,Yes,Yes
Yes,Not employed,,,,
Yes,Employed Full Time,7/17/2018,,,
Yes,Employed Part Time,12/24/2018,,,
Yes,Employed Full Time,10/15/2018,,Yes,Yes
Yes,Employed Part Time,11/5/2018,,Yes,Yes
Yes,Employed Part Time,2/15/2017,,Yes,
Yes,Not employed,,,Yes,
Yes,Employed Full Time,11/19/2018,,Yes,Yes
,Employed Full Time,6/12/2018,,,
Yes,Employed Full Time,12/10/2018,,Yes,Yes
Yes,Employed Full Time,10/13/2018,,Yes,Yes
Yes,Employed Part Time,1/1/2018,,,
Yes,Employed Full Time,1/1/2014,,Yes,Yes
Yes,Not employed,,,,
Yes,Employed Full Time,8/20/2018,,,
Yes,Employed Full Time,12/3/2018,,Yes,Yes
Yes,Not employed,,,,
Yes,Employed Full Time,11/26/2018,,Yes,Yes
Yes,Employed Full Time,2/5/2018,,Yes,
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Employed Part Time,10/26/2017,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,1/28/2019,,Yes,Yes
Yes,Employed Part Time,12/17/2018,,,
,Not employed,,,,
Yes,Employed Part Time,7/18/2018,,,
Yes,Not employed,,,,
Yes,Employed Part Time,10/1/2018,,,
Yes,Employed Full Time,9/21/2018,,,
Yes,Employed Part Time,8/8/2015,,Yes,Yes
Yes,Employed Full Time,11/5/2018,,Yes,Yes
Yes,Not employed,,,,
Yes,Employed Full Time,12/3/2018,,,
Yes,Employed Full Time,11/13/2018,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Employed Part Time,9/27/2018,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,8/27/2018,,,
,Employed Full Time,12/13/2018,,,
,Not employed,,,,
Yes,Employed Full Time,9/26/2018,Yes,Yes,Yes
Yes,Employed Full Time,10/22/2018,Yes,Yes,Yes
Yes,Employed Full Time,2/3/2013,Yes,No,
Yes,Not employed,,,No,
Yes,Employed Full Time,4/12/2018,Yes,No,
Yes,Employed Full Time,1/14/2019,Yes,Yes,Yes
Yes,Employed Full Time,10/22/2018,Yes,No,
Yes,Employed Full Time,1/3/2018,Yes,No,
Yes,Employed Full Time,1/1/2018,Yes,No,
Yes,Employed Full Time,6/1/2018,Yes,No,
Yes,Employed Full Time,8/20/2018,Yes,No,
Yes,Employed Full Time,1/14/2013,Yes,No,
Yes,Employed Full Time,1/5/2011,Yes,No,
Yes,Employed Full Time,12/17/2019,Yes,No,
Yes,Employed Full Time,2/27/2017,Yes,No,
Yes,Employed Full Time,10/22/2018,Yes,No,
Yes,Employed Full Time,10/16/2013,Yes,No,
Yes,Employed Full Time,6/2/2014,Yes,No,
Yes,Employed Full Time,12/17/2018,Yes,No,
Yes,Not employed,,,No,
Yes,Not employed,,,No,
Yes,Employed Full Time,10/1/2018,Yes,No,
Yes,Employed Full Time,10/1/2018,No,No,No
Yes,Employed Full Time,8/27/2018,Yes,No,No
No,Employed Part Time,12/1/2018,Yes,No,No
No,Employed Full Time,6/4/2018,Yes,No,No
Yes,Employed Part Time,12/5/2016,Yes,No,No
No,Employed Full Time,1/17/2018,Yes,No,No
No,Employed Part Time,10/1/2017,Yes,No,No
No,Employed Full Time,10/2/2017,Yes,No,No
No,Employed Part Time,4/1/2017,Yes,No,No
No,Employed Full Time,8/3/2017,Yes,No,No
No,Employed Full Time,8/1/2015,Yes,No,No
Yes,Employed Part Time,5/5/2018,Yes,No,No
Yes,Employed Part Time,10/2/2017,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Part Time,5/1/2009,Yes,No,No
Yes,Employed Full Time,12/17/2018,Yes,No,No
No,Employed Full Time,6/18/2018,Yes,No,No
No,Employed Full Time,2/1/2018,Yes,No,No
Yes,Employed Full Time,10/1/2014,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,6/12/2017,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,6/11/2018,Yes,No,No
No,Employed Part Time,5/1/2015,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,3/1/2017,Yes,No,No
No,Employed Part Time,7/1/2018,Yes,No,No
No,Employed Full Time,9/1/2016,Yes,No,No
No,Employed Full Time,7/1/2016,Yes,No,No
No,Employed Full Time,1/2/2017,Yes,No,No
No,Employed Full Time,10/16/2016,Yes,No,No
No,Employed Full Time,1/27/2018,Yes,No,No
No,Employed Part Time,4/10/2018,Yes,No,No
No,Employed Full Time,10/1/2018,Yes,No,No
No,Employed Full Time,12/28/2018,Yes,No,No
No,Employed Full Time,10/11/2017,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,9/27/2017,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,1/2/2018,Yes,Yes,Yes
Yes,Not employed,,No,No,No
No,Employed Full Time,11/14/2016,Yes,No,No
Yes,Employed Part Time,9/1/2009,Yes,No,No
No,Employed Full Time,1/2/2017,Yes,No,No
No,Employed Full Time,5/1/2017,Yes,No,No
Yes,Not employed,,No,Yes,No
No,Employed Part Time,9/1/2016,Yes,No,No
No,Employed Full Time,1/2/2018,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,1/17/2018,Yes,No,No
No,Employed Part Time,9/18/2017,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,12/11/2017,Yes,No,No
No,Employed Part Time,8/5/2018,Yes,No,No
No,Employed Full Time,7/13/2017,Yes,No,No
Yes,Employed Full Time,1/7/2019,Yes,No,No
No,Not employed,,No,No,No
No,Employed Part Time,9/9/2016,Yes,No,No
No,Employed Full Time,3/1/2018,Yes,No,No
No,Employed Full Time,12/18/2017,Yes,No,No
